,available_beds_without_oxygen,hospital_name,amc_available_beds_with_oxygen,district,amc_occupied_beds_without_oxygen,private_occupied_beds_with_oxygen,available_icu_beds_with_ventilator,private_available_icu_beds_without_ventilator,available_icu_beds_without_ventilator,private_occupied_beds_without_oxygen,hospital_address,amc_occupied_beds_with_oxygen,private_available_beds_without_oxygen,private_occupied_icu_beds_without_ventilator,total_beds_with_oxygen,total_beds_without_oxygen,amc_available_beds_without_oxygen,area,total_icu_beds_with_ventilator,pincode,private_occupied_icu_beds_with_ventilator,amc_available_icu_beds_with_ventilator,amc_occupied_icu_beds_without_ventilator,amc_occupied_icu_beds_with_ventilator,available_beds_with_oxygen,amc_available_icu_beds_without_ventilator,private_available_beds_with_oxygen,total_icu_beds_without_ventilator,private_available_icu_beds_with_ventilator,hospital_phone,last_updated_on,hospital_poc_phone,charges,__delete__,hospital_poc_name,hospital_poc_designation,total_beds_allocated_to_covid,state,hospital_category,hospital_poc_email,facility_id,fee_regulated_beds,Notes,available_beds_allocated_to_covid,officer_name,officer_designation,bed_breakup,last_updated_time,last_updated_date
67,25,Chaudhry hospital,4.0,Ahmedabad,0.0,11.0,0,0.0,1,0.0,"A-19, Naroda Rd, Krishna Nagar, Kuber Nagar, Ahmedabad, Gujarat 382345, India",0.0,25.0,4.0,19,25,0.0,NARODA,1,382345,1.0,0.0,0.0,0.0,8,1.0,4.0,5,0.0,,,,,,,,,,,,,,,,,,,,
68,10,Shree Dhanvantari,3.0,Ahmedabad,0.0,1.0,0,3.0,4,0.0,"Dhanvantari General Hospital, Vijay Chowk, Bapu Nagar, Bapu Nagar, Bapunagar, Ahmedabad, Gujarat 380024, India",1.0,10.0,2.0,21,10,0.0,BAPUNAGAR,0,380024,0.0,0.0,1.0,0.0,19,1.0,16.0,7,0.0,,,,,,,,,,,,,,,,,,,,
69,14,"Nims hospital, naroda",0.0,Ahmedabad,0.0,1.0,0,2.0,2,0.0,"National Highway 8, Medicon Arcade, National Highway 8, Anjaney Krupa Society, Naroda, Ahmedabad, Gujarat 382330, India",2.0,14.0,3.0,11,14,0.0,NARODA,0,382330,0.0,0.0,1.0,0.0,8,0.0,8.0,6,0.0,,,,,,,,,,,,,,,,,,,,
70,0,Narayana,2.0,Ahmedabad,0.0,0.0,1,24.0,30,0.0,"Nr. Chakudiya Mahadev, Police Station, Cross Rd, opp. Rakhial, Rakhial, Ahmedabad, Gujarat 380023, India",0.0,0.0,0.0,10,0,0.0,RAKHIYAL,6,380023,5.0,1.0,0.0,0.0,10,6.0,8.0,30,0.0,,,,,,,,,,,,,,,,,,,,
71,3,"Parth hospital, Naroda",1.0,Ahmedabad,0.0,2.0,0,1.0,2,0.0,"E/408-11, 4th, Galaxy Arcade, Galaxy Rd, Near Galaxy Cinema, Chandresh Society, Makarpura, GIDC Naroda, Ahmedabad, Gujarat 382330, India",2.0,3.0,2.0,18,3,0.0,Ahmedabad,1,382330,1.0,0.0,0.0,0.0,14,1.0,13.0,4,0.0,,,,,,,,,,,,,,,,,,,,
72,6,Venus,3.0,Ahmedabad,0.0,6.0,1,10.0,14,0.0,"313-315City centre arcade,3rd floor, Krishnanagar, near SRP ground, Naroda Patiya, Naroda, Ahmedabad, Gujarat 382345, India",0.0,6.0,10.0,16,6,0.0,NARODA,3,382345,2.0,0.0,0.0,0.0,10,4.0,7.0,24,1.0,,,,,,,,,,,,,,,,,,,,
73,7,Shaiva children Hospital,3.0,Ahmedabad,0.0,4.0,3,2.0,2,0.0,"2nd and 3rd Floor, Pushpak Arcade, Hirawadi Corner, No.8, National Highway, Hirawadi, Bapunagar, Ahmedabad, Gujarat 380025, India",1.0,7.0,0.0,19,7,0.0,HIRAWADI,7,380025,3.0,0.0,0.0,1.0,14,0.0,11.0,2,3.0,,,,,,,,,,,,,,,,,,,,
74,8,Kakadiya Hospital,0.0,Ahmedabad,0.0,18.0,0,0.0,0,0.0,,6.0,8.0,34.0,24,8,0.0,Bapunagar,6,,6.0,0.0,3.0,0.0,0,0.0,0.0,37,0.0,,,,,,,,,,,,,,,,,,,,
75,12,Mithiba Sup. Spe. Hospital,3.0,Ahmedabad,0.0,3.0,0,1.0,2,0.0,,0.0,12.0,3.0,15,12,0.0,Naroda,3,,3.0,0.0,0.0,0.0,12,1.0,9.0,5,0.0,,,,,,,,,,,,,,,,,,,,
76,6,Jyoti multi. Spe. Hospital,3.0,Ahmedabad,0.0,4.0,0,3.0,3,0.0,"Second floor, Rudra business park, Vastral Road, Mahadev Nagar Tekra, Ahmedabad, Gujarat 382418, India",0.0,6.0,2.0,12,6,0.0,VASTRAL,0,382418,0.0,0.0,1.0,0.0,8,0.0,5.0,6,0.0,,,,,,,,,,,,,,,,,,,,
77,12,SARTHAK,1.0,Ahmedabad,0.0,1.0,0,0.0,0,0.0,"Nikol, Ahmedabad, Gujarat 380038, India",0.0,12.0,0.0,7,12,0.0,NIKOL,0,380038,0.0,0.0,0.0,0.0,6,0.0,5.0,0,0.0,,,,,,,,,,,,,,,,,,,,
78,13,PARIKH,3.0,Ahmedabad,0.0,4.0,0,5.0,7,3.0,"parikh superspeciality hospital, police station, Sardar Patel Ring Rd, opp. nikol, beside criket ground, Nikol, Ahmedabad, Gujarat 382350, India",0.0,13.0,1.0,16,16,0.0,NIKOL,2,382350,2.0,0.0,0.0,0.0,12,2.0,9.0,8,0.0,,,,,,,,,,,,,,,,,,,,
79,18,Narayan medical hospital,4.0,Ahmedabad,0.0,8.0,0,0.0,0,0.0,"A/16, Vastral Road, Mahadev Nagar Tekra, Ahmedabad, Gujarat 382418, India",0.0,18.0,0.0,22,18,0.0,VASTRAL,0,382418,0.0,0.0,0.0,0.0,14,0.0,10.0,0,0.0,,,,,,,,,,,,,,,,,,,,
80,14,"CUH, Central United hospital, Odhav",6.0,Ahmedabad,0.0,21.0,0,1.0,1,0.0,"Mangalam Arcade,, Opp.Odhav talav B.R.T.S Bus stop, Odhav, G I D C Ahmedabad, G I D C Industrial Area, Odhav, Ahmedabad, Gujarat 382415, India",1.0,14.0,7.0,35,14,0.0,Odhav,1,382415,1.0,0.0,2.0,0.0,13,0.0,7.0,10,0.0,,,,,,,,,,,,,,,,,,,,
81,23,Avadh Hospital,3.0,Ahmedabad,0.0,9.0,0,0.0,3,0.0,"2nd Floor, Avadh Pride,Opp- Metro Pillar No: 139, Nirant Cross Rd, Vastral, Ahmedabad, Gujarat 382418, India",2.0,23.0,16.0,26,23,0.0,VASTRAL,1,382418,1.0,0.0,1.0,0.0,15,3.0,12.0,20,0.0,,,,,,,,,,,,,,,,,,,,
82,71,"Shalby, Nikol",6.0,Ahmedabad,0.0,2.0,3,4.0,5,2.0,"Haridarshan Cross Road, Kathwada Rd, New India Colony, Naroda, Ahmedabad, Gujarat 382325, India",1.0,71.0,4.0,36,73,0.0,Nikol,6,382325,3.0,1.0,1.0,0.0,33,1.0,27.0,10,2.0,,,,,,,,,,,,,,,,,,,,
83,20,"Kanba Hospital, Nikol, Viratnagar",2.0,Ahmedabad,0.0,6.0,2,2.0,2,0.0,"33/4, Opposite Abjibapa green Avenue Anjana Chowk highway, Virat Nagar Rd, near कृष एक्सोटिका, Nikol, Ahmedabad, Gujarat 382350, India",6.0,20.0,4.0,40,20,0.0,Nikol,8,382350,4.0,0.0,1.0,2.0,28,0.0,26.0,7,2.0,,,,,,,,,,,,,,,,,,,,
84,45,Rabadia Multi Spe. Hospital Nikol,6.0,Ahmedabad,0.0,24.0,1,1.0,1,0.0,"201, Angan Complex, nr. Deepak School, Nikol, Ahmedabad, Gujarat 382350, India",1.0,45.0,4.0,33,45,0.0,Nikol,6,382350,5.0,1.0,1.0,0.0,8,0.0,2.0,6,0.0,,,,,,,,,,,,,,,,,,,,
85,12,Health1 Hospital,9.0,Ahmedabad,0.0,6.0,0,9.0,10,0.0,"Vastral Cross Road, RAF Camp, Sardar Patel Ring Rd, Vastral, Ahmedabad, Gujarat 380038, India",0.0,12.0,4.0,46,12,0.0,VASTRAL,6,380038,5.0,0.0,2.0,1.0,40,1.0,31.0,16,0.0,,,,,,,,,,,,,,,,,,,,
86,5,SARDAR,5.0,Ahmedabad,0.0,6.0,0,1.0,1,0.0,"Sardar Patel Rd, Nikol, Ahmedabad, Gujarat 380038, India",0.0,5.0,3.0,28,5,0.0,NIKOL,1,380038,1.0,0.0,2.0,0.0,22,0.0,17.0,6,0.0,,,,,,,,,,,,,,,,,,,,
87,7,Devasyam Children Hospital,1.0,Ahmedabad,0.0,3.0,0,0.0,0,0.0,"Opp. CTM BRTS stand, near Nexa show room, C.T.M, Amraiwadi, Ahmedabad, Gujarat 380026, India",0.0,7.0,0.0,10,7,0.0,Ahmedabad,0,380026,0.0,0.0,0.0,0.0,7,0.0,6.0,0,0.0,,,,,,,,,,,,,,,,,,,,
88,10,Swastik mult. Spe. Hospital,6.0,Ahmedabad,0.0,2.0,0,0.0,0,0.0,"2nd floor, Shreedhar Flora Amar Jawan Circle, near, Sardar Patel Ring Rd, Nikol, Ahmedabad, Gujarat 382350, India",0.0,10.0,0.0,30,10,0.0,NIKOL,0,382350,0.0,0.0,0.0,0.0,28,0.0,22.0,0,0.0,,,,,,,,,,,,,,,,,,,,
89,20,Shivalik Multi Specia.,4.0,Ahmedabad,0.0,1.0,1,5.0,7,0.0,"6/7, National Highway 8, Sattadhar Society, Sattadhar Nagar, Virat Nagar, Khodiar Nagar, Ahmedabad, Gujarat 382415, India",0.0,20.0,1.0,18,20,0.0,Ahmedabad,2,382415,1.0,0.0,0.0,0.0,17,2.0,13.0,8,1.0,,,,,,,,,,,,,,,,,,,,
90,0,Nikol multi spe.,0.0,Ahmedabad,0.0,2.0,0,0.0,0,0.0,"1 st, OPP KHODIYAR TEMPLE, Maruti Complex, B/H, Nikol, Ahmedabad, Gujarat 382350, India",0.0,0.0,2.0,2,0,0.0,NIKOL,1,382350,1.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,
91,14,Safal Medical hospital,2.0,Ahmedabad,0.0,2.0,0,0.0,0,0.0,"11, 3rd floor, Palm Arcade, Nikol - Naroda Rd, New India Colony, Nikol, Ahmedabad, Gujarat 382345, India",0.0,14.0,0.0,9,14,0.0,NIKOL,0,382345,0.0,0.0,0.0,0.0,7,0.0,5.0,0,0.0,,,,,,,,,,,,,,,,,,,,
92,12,RANGAM,3.0,Ahmedabad,0.0,3.0,0,3.0,4,1.0,"Arbuda Nagar Cir, opp. Panchdev Mandir, Jayjoghesvari Society Part 1, Arbudanagar, Mahadev Nagar Tekra, Ahmedabad, Gujarat 382415, India",0.0,12.0,0.0,17,13,0.0,ODHAV,1,382415,1.0,0.0,0.0,0.0,14,1.0,11.0,4,0.0,,,,,,,,,,,,,,,,,,,,
93,6,Pancham,1.0,Ahmedabad,0.0,0.0,0,0.0,0,0.0,"B/6 Shivdarshan Society Near Manmohan Cross Road, Nikol - Odhav Rd, Odhav, Ahmedabad, Gujarat 382415, India",0.0,6.0,0.0,6,6,0.0,ODHAV,0,382415,0.0,0.0,0.0,0.0,6,0.0,5.0,0,0.0,,,,,,,,,,,,,,,,,,,,
94,4,Kanba ICU & Trauma,1.0,Ahmedabad,0.0,1.0,2,2.0,3,1.0,"33/4, Opposite Abjibapa green Avenue Anjana Chowk highway, Virat Nagar Rd, near कृष एक्सोटिका, Nikol, Ahmedabad, Gujarat 382350, India",0.0,4.0,2.0,5,5,0.0,VASTRAL,5,382350,3.0,1.0,0.0,0.0,4,1.0,3.0,5,1.0,,,,,,,,,,,,,,,,,,,,
95,20,"Spandan Hospital, Vastral,",4.0,Ahmedabad,0.0,11.0,1,5.0,6,0.0,"Shiv Shanti Society, Pranami Nagar, Vastral, Ahmedabad, Gujarat 380038, India",0.0,20.0,1.0,20,20,0.0,Vastral,4,380038,3.0,1.0,1.0,0.0,9,1.0,5.0,8,0.0,,,,,,,,,,,,,,,,,,,,
96,5,OM Family Care,1.0,Ahmedabad,0.0,1.0,0,0.0,0,1.0,"208, metro mall, Bapa Sitaram Chowk Road, near swaymbhu hospital, Vastral, Ahmedabad, Gujarat 382418, India",0.0,5.0,0.0,5,6,0.0,Vastral,0,382418,0.0,0.0,0.0,0.0,4,0.0,3.0,0,0.0,,,,,,,,,,,,,,,,,,,,
97,6,Shree Gurukrupa multi. Spe. Hospital,2.0,Ahmedabad,0.0,0.0,0,0.0,0,0.0,"Krishna Chambers, Rajendra Park Rd, Soni ni chali, Ramrajya Nagar, Odhav, Ahmedabad, Gujarat 380023, India",0.0,6.0,0.0,12,6,0.0,ODHAV,0,380023,0.0,0.0,0.0,0.0,12,0.0,10.0,0,0.0,,,,,,,,,,,,,,,,,,,,
98,4,Palm multi. Spe. Hospital,2.0,Ahmedabad,0.0,6.0,0,0.0,0,1.0,"3rd FLOOR, PALM ARCADE, SHUKAN CROSS ROAD, Nikol - Naroda Rd, New India Colony, Nikol, Ahmedabad, Gujarat 382350, India",1.0,4.0,2.0,16,5,0.0,NIKOL,2,382350,2.0,0.0,0.0,0.0,9,0.0,7.0,2,0.0,,,,,,,,,,,,,,,,,,,,
99,3,Vedant Mult. Spe. Hospital,2.0,Ahmedabad,0.0,0.0,0,2.0,3,0.0,"3rd floor, Capital Corporates Commercial Complex, Vasant Vihar Road, Opp. Eknath Complex, Vasant Vihar 2, Naroda, Vasant Vihar 2, Nava Naroda, Ahmedabad, Gujarat 382330, India",0.0,3.0,1.0,12,3,0.0,NIKOL,0,382330,0.0,0.0,0.0,0.0,12,1.0,10.0,4,0.0,,,,,,,,,,,,,,,,,,,,
100,6,Shree Khodiyar,1.0,Ahmedabad,0.0,3.0,0,2.0,2,0.0,,0.0,6.0,0.0,6,6,0.0,Nikol,1,,1.0,0.0,0.0,0.0,3,0.0,2.0,2,0.0,,,,,,,,,,,,,,,,,,,,
101,18,Indus Hospital,1.0,Ahmedabad,0.0,0.0,3,17.0,19,1.0,,0.0,18.0,1.0,6,19,0.0,Nikol,4,,1.0,1.0,0.0,0.0,6,2.0,5.0,20,2.0,,,,,,,,,,,,,,,,,,,,
102,0,"Shiv hospital, bakrol",0.0,Ahmedabad,0.0,0.0,0,0.0,0,0.0,"Kujad, Suvarnabhumi Business Hub, Bakrol Cir, Ahmedabad, Gujarat 382210, India",0.0,0.0,0.0,0,0,0.0,Ahmedabad,0,382210,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
103,11,RATAN Multi Speciality Hospital,1.0,Ahmedabad,0.0,8.0,0,2.0,2,14.0,"Surgeon Triangle, opposite Govindwadi, Vishalnagar, Isanpur, Ahmedabad, Gujarat 382443, India",2.0,11.0,6.0,15,25,0.0,Isanpur,5,382443,4.0,0.0,2.0,1.0,5,0.0,4.0,10,0.0,,,,,,,,,,,,,,,,,,,,
104,0,Little Flower Super Spe.,0.0,Ahmedabad,0.0,2.0,0,0.0,0,19.0,"Narayana Banglows, Uttamnagar Garden Rd, nr. Jay hind char rasta, Daxini Society, Maninagar, Ahmedabad, Gujarat 380008, India",1.0,0.0,13.0,3,19,0.0,MANINAGAR,4,380008,3.0,0.0,3.0,1.0,0,0.0,0.0,16,0.0,,,,,,,,,,,,,,,,,,,,
105,0,URO CURE ASSO. AARNA HOSPI.,0.0,Ahmedabad,0.0,0.0,0,0.0,0,7.0,"60,, 43, Bhairavnath Rd, Archana Society, Bhairavnath, Maninagar, Ahmedabad, Gujarat 380028, India",0.0,0.0,14.0,0,7,0.0,MANINAGAR,3,380028,2.0,0.0,3.0,1.0,0,0.0,0.0,17,0.0,,,,,,,,,,,,,,,,,,,,
106,0,Laxmi hospital,1.0,Ahmedabad,0.0,20.0,0,0.0,0,8.0,"Shivani Complex, javahar chok, Balvatika, Archana Society, Bhairavnath, Maninagar, Ahmedabad, Gujarat 380008, India",4.0,0.0,5.0,25,8,0.0,MANINAGAR,1,380008,1.0,0.0,1.0,0.0,1,0.0,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,
107,2,PALLAV HOSPITAL,0.0,Ahmedabad,0.0,4.0,0,0.0,0,5.0,"Alankar Complex, Near, Pallav Railway Crossing, Maninagar East, Khokhra, Ahmedabad, Gujarat 380008, India",1.0,2.0,4.0,6,7,0.0,KHOKHARA,2,380008,1.0,0.0,1.0,1.0,1,0.0,1.0,5,0.0,,,,,,,,,,,,,,,,,,,,
108,10,"SARTHAK HOSPITAL,GHODASAR",4.0,Ahmedabad,0.0,2.0,0,0.0,0,0.0,"15, 16, Swamibapa Smruti Mandir Rd, Ghodasar, Ahmedabad, Gujarat 380050, India",2.0,10.0,0.0,30,10,0.0,Ghodasar,0,380050,0.0,0.0,0.0,0.0,26,0.0,22.0,0,0.0,,,,,,,,,,,,,,,,,,,,
109,4,AVISHKAR,1.0,Ahmedabad,0.0,0.0,0,4.0,5,0.0,"Ashok Mill Compound, Next to Arvind Megaestate Opposite Ashok Mills BRTS stand, D Colony, Ahmedabad, Gujarat 382345, India",0.0,4.0,2.0,5,4,0.0,KHOKHRA,2,382345,2.0,0.0,0.0,0.0,5,1.0,4.0,7,0.0,,,,,,,,,,,,,,,,,,,,
110,2,Jankalyan hospital,3.0,Ahmedabad,0.0,1.0,3,2.0,3,0.0,"5, Swaminarayan College Rd, Shahalam, Pushpkunj, Maninagar, Ahmedabad, Gujarat 380008, India",0.0,2.0,0.0,21,2,0.0,MANINAGAR,6,380008,3.0,2.0,0.0,0.0,20,1.0,17.0,3,1.0,,,,,,,,,,,,,,,,,,,,
111,0,Narol ICU,0.0,Ahmedabad,0.0,0.0,0,0.0,0,0.0,"Narol - Vatva Rd, Phase IV, Phase 4, GIDC Vatwa, Ahmedabad, Gujarat 382445, India",0.0,0.0,1.0,0,0,0.0,NAROL,2,382445,2.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
112,0,Shakti hospital,3.0,Ahmedabad,0.0,0.0,1,10.0,11,0.0,"A-117, 1st Floor, Krishna Complex B/h.Shahwadi Bus Stand Nr.Krishna Petrol Pump, Narolgam, Ahmedabad, Gujarat 382405, India",0.0,0.0,2.0,10,0,0.0,NAROL,2,382405,0.0,0.0,0.0,1.0,10,1.0,7.0,13,1.0,,,,,,,,,,,,,,,,,,,,
113,8,Shraddha medical nursing & heart hospital,1.0,Ahmedabad,0.0,6.0,0,0.0,0,4.0,"14, opp. Swaminarayan Vadi, Harihar Society, Daxini Society, Maninagar, Ahmedabad, Gujarat 380043, India",1.0,8.0,0.0,9,12,0.0,MANINAGAR,0,380043,0.0,0.0,0.0,0.0,2,0.0,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,
114,0,"Shifa hospitals, Jamalpur",0.0,Ahmedabad,0.0,10.0,0,0.0,0,5.0,"Bagmar Plaza, Opp APMC Market, Jamalpur Char Rasta, Jamalpur, Calico Mills, Behrampura, Ahmedabad, Gujarat 380022, India",3.0,0.0,8.0,13,5,0.0,Behrampura,4,380022,3.0,0.0,3.0,1.0,0,0.0,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,
115,0,"Jankalyan hospital, Narol",0.0,Ahmedabad,0.0,3.0,0,0.0,0,7.0,"5, Service Rd, Dharti Colony, Narolgam, Ahmedabad, Gujarat 382405, India",1.0,0.0,3.0,4,7,0.0,NAROL,1,382405,1.0,0.0,0.0,0.0,0,0.0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,
116,2,Sparsh multi. Spe. Hospital,3.0,Ahmedabad,0.0,3.0,0,0.0,1,1.0,"Vatva Gopinath industrial hub ,ambica tube mill compound, bus stand, opp. durga nagar, Vatva, Ahmedabad, Gujarat 382440, India",0.0,2.0,2.0,11,3,0.0,VATVA,0,382440,0.0,0.0,0.0,0.0,8,1.0,5.0,3,0.0,,,,,,,,,,,,,,,,,,,,
117,0,SHREE SARDAR PATEL,5.0,Ahmedabad,0.0,6.0,1,1.0,1,8.0,"Natvarlal Raval Marg, Near, Vasantnagar Twp, Basant Nagar, Maninagar, Ahmedabad, Gujarat 380008, India",0.0,0.0,18.0,12,8,0.0,MANINAGAR,7,380008,5.0,0.0,-1.0,1.0,6,0.0,1.0,19,1.0,,,,,,,,,,,,,,,,,,,,
118,0,Siddhi Vinayak Hospital,2.0,Ahmedabad,0.0,0.0,3,3.0,3,5.0,"Maninagar Rd, near Jaldhara Water World, Balvatika, Tulsibag, Kankaria, Maninagar, Ahmedabad, Gujarat 380008, India",1.0,0.0,5.0,15,5,0.0,MANINAGAR,6,380008,2.0,1.0,-1.0,1.0,14,0.0,12.0,8,2.0,,,,,,,,,,,,,,,,,,,,
119,0,Riyana Multi. Spe. Hospital,3.0,Ahmedabad,0.0,5.0,0,0.0,0,6.0,"10, 10, Lambha, Ahmedabad, Gujarat 382405, India",0.0,0.0,7.0,11,6,0.0,LAMBHA,7,382405,4.0,0.0,-1.0,3.0,6,0.0,3.0,7,0.0,,,,,,,,,,,,,,,,,,,,
120,68,Rajasthan Hospital -Shahibaug,0.0,Ahmedabad,1.0,42.0,15,10.0,12,6.0,"Rajasthan Hospital, Shahibaug Rd, Arihant Nagar, Shahibag, Ahmedabad, Gujarat 380004, India",0.0,68.0,0.0,42,75,0.0,Shahibaug,15,380004,0.0,3.0,-1.0,0.0,0,2.0,0.0,12,12.0,,,,,,,,,,,,,,,,,,,,
121,2,Chandramani Hospital,2.0,Ahmedabad,0.0,6.0,0,5.0,6,5.0,"Sahibaug, Narmadashanker Rd, near Post Office, Gunvant Colony, Girdhar Nagar, Ahmedabad, Gujarat 380004, India",1.0,2.0,9.0,11,7,0.0,Shahibaug,2,380004,1.0,0.0,-1.0,1.0,4,1.0,2.0,15,0.0,,,,,,,,,,,,,,,,,,,,
122,2,"Life care hospital, Khanpur",1.0,Ahmedabad,0.0,10.0,1,5.0,7,4.0,"Borsali Apartment Road, near Shree Naminath Jain Derasar, Old City, Khanpur, Ahmedabad, Gujarat 380001, India",1.0,2.0,8.0,14,6,0.0,Shahpur,3,380001,2.0,0.0,-1.0,0.0,3,2.0,2.0,15,1.0,,,,,,,,,,,,,,,,,,,,
123,2,BAPS Yogiji Maharaj,2.0,Ahmedabad,0.0,23.0,2,3.0,3,4.0,"Shahibaug Road, Shahibaug, near BAPS Shri Swaminarayan Mandir, Dudheshwar, Ahmedabad, Gujarat 380004, India",0.0,2.0,8.0,27,6,0.0,Shahibaug,3,380004,0.0,0.0,-1.0,1.0,4,0.0,2.0,11,2.0,,,,,,,,,,,,,,,,,,,,
124,2,PRIME,1.0,Ahmedabad,0.0,8.0,0,0.0,0,1.0,"3rd Floor, Sparsh Complex, Near IOC petrol pump, Opp, no. 4, Civil Hospital Rd, Patel Society, Asarwa, Ahmedabad, Gujarat 380016, India",0.0,2.0,2.0,11,3,0.0,Asarwa,0,380016,0.0,0.0,-1.0,0.0,3,0.0,2.0,2,0.0,,,,,,,,,,,,,,,,,,,,
125,2,ANAND MULTI. HOSPITAL,0.0,Ahmedabad,0.0,18.0,2,0.0,0,0.0,"white house, opp. Rajasthan Hospital, Arihant Nagar, Shahibag, Ahmedabad, Gujarat 380004, India",0.0,2.0,9.0,19,2,0.0,Shahibaug,10,380004,8.0,0.0,-1.0,0.0,1,0.0,1.0,9,2.0,,,,,,,,,,,,,,,,,,,,
126,0,LOKHANDWALA HOSPITAL,2.0,Ahmedabad,0.0,13.0,0,0.0,0,2.0,"Jordan Road Limdi Chowk, Dariapur, Inside Prem Darwaja, Dariapur, Old City, Dariyapur, Ahmedabad, Gujarat 380001, India",0.0,0.0,10.0,15,2,0.0,DARIAPUR,0,380001,0.0,0.0,-1.0,0.0,2,0.0,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,
127,0,Shree Bharati Vallabh,6.0,Ahmedabad,0.0,10.0,1,1.0,1,0.0,"Railway Crossing Rd, near Shahibag, Bhavna Society, Mahavir Kutir Society, Jain Colony, Shahibag, Ahmedabad, Gujarat 380004, India",0.0,0.0,0.0,29,0,0.0,Shahibaug,5,380004,3.0,0.0,0.0,1.0,19,0.0,13.0,1,1.0,,,,,,,,,,,,,,,,,,,,
128,12,"CIMS Hospital, Sola,",3.0,Ahmedabad,0.0,59.0,12,9.0,10,6.0,"Science City Rd, Science City, Panchamrut Bunglows II, Sola, Ahmedabad, Gujarat 380060, India",1.0,12.0,0.0,91,18,0.0,Gota,12,380060,0.0,1.0,-1.0,0.0,31,1.0,28.0,10,11.0,,,,,,,,,,,,,,,,,,,,
129,0,"Sterling Cancer Hospital, Pakwan Char Rasta",0.0,Ahmedabad,0.0,22.0,5,4.0,5,5.0,"B/h, Sindhu Bhavan Marg, Off S G Highway, Bodakdev, Ahmedabad, Gujarat 380054, India",3.0,0.0,5.0,33,5,0.0,Bodekdev,5,380054,0.0,1.0,-1.0,0.0,8,1.0,8.0,10,4.0,,,,,,,,,,,,,,,,,,,,
130,14,"Sgvp hospital, SG road",3.0,Ahmedabad,0.0,41.0,5,5.0,5,5.0,"SGVP Campus, Sarkhej - Gandhinagar Hwy, Ahmedabad, Gujarat 382481, India",0.0,14.0,3.0,49,19,0.0,Gota,6,382481,0.0,0.0,-1.0,1.0,8,0.0,5.0,8,5.0,,,,,,,,,,,,,,,,,,,,
131,0,City Plus,1.0,Ahmedabad,0.0,4.0,2,6.0,6,2.0,"GF-18, B/H Vandematram Arcade, New SG Rd, nr. Shayona Tilak, Vandematram Arcade, Gota, Ahmedabad, Gujarat 382481, India",0.0,0.0,4.0,10,2,0.0,GOTA,3,382481,0.0,0.0,-1.0,1.0,6,0.0,5.0,10,2.0,,,,,,,,,,,,,,,,,,,,
132,1,Shaleen,1.0,Ahmedabad,0.0,9.0,3,2.0,2,4.0,"4th & 5th Floor, Shaleen Plaza, Science City Rd, nr. Mangaldeep Party Plot, Sola, Ahmedabad, Gujarat 380060, India",1.0,1.0,5.0,18,5,0.0,SOLA,5,380060,1.0,0.0,-1.0,1.0,8,0.0,7.0,7,3.0,,,,,,,,,,,,,,,,,,,,
133,0,V CARE,2.0,Ahmedabad,0.0,15.0,0,0.0,0,3.0,"Viswas city-5, Eulogia Hotel Rd, Gota, Ahmedabad, Gujarat 382481, India",1.0,0.0,10.0,20,3,0.0,GOTA,0,382481,0.0,0.0,-1.0,0.0,4,0.0,2.0,10,0.0,,,,,,,,,,,,,,,,,,,,
134,0,SHREE RAJ,0.0,Ahmedabad,0.0,0.0,0,0.0,0,0.0,"GF 8 gala Magnus, Safal Parisar Rd, South Bopal, Bopal, Ahmedabad, Gujarat 380058, India",0.0,0.0,0.0,0,0,0.0,BOPAL,0,380058,0.0,0.0,-1.0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
135,0,ADITI,1.0,Ahmedabad,0.0,6.0,1,1.0,2,3.0,"1st floor Jaymaadi Shanti Smriti complex Besides little wing's BRT bus stop Near, Bopal - Ghuma Rd, Abhishek Society, India Colony, Bopal, Ahmedabad, Gujarat 380058, India",1.0,0.0,9.0,11,3,0.0,BOPAL,3,380058,2.0,0.0,-1.0,0.0,4,1.0,3.0,11,1.0,,,,,,,,,,,,,,,,,,,,
136,14,GLOBAL HOSPITAL,4.0,Ahmedabad,0.0,16.0,4,21.0,22,12.0,"Nr. Bodakdev Garden, Pakwan Cross Road, Off. S.G. Highway, Bodakdev, Ahmedabad, Gujarat 380054, India",2.0,14.0,11.0,34,26,0.0,Bodakdev,8,380054,0.0,0.0,-1.0,4.0,16,1.0,12.0,33,4.0,,,,,,,,,,,,,,,,,,,,
